ID_UC_G0,GC_UCN_MAI_2025,GC_CNT_GAD_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,IN_CIS_ENE_2020,IN_CIS_TRA_2020,IN_CIS_WAT_2020,IN_CIS_WAS_2020,IN_CIS_TEL_2020,IN_CIS_HEA_2020,IN_CIS_EDU_2020,IN_CIS_ALL_2020,IN_ROA_LEN_2024,IN_ROA_DEN_2024
5918,Al Zaqaziq,Egypt,136.00,1296062.21,Lower Middle,Northern Africa and Western Asia,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.08,1753487.69,0.01
5919,İskenderun,Turkey,70.00,387684.87,Upper Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,963436.99,0.01
5920,Cherkessk,Russia,36.00,137894.80,Upper Middle,Europe,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.04,468794.45,0.01
5922,Jalali,Iran,31.00,86716.13,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,397688.94,0.01
5923,Shewa,Pakistan,11.00,50847.72,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,20318.98,0.00
5924,Sumerpur,India,16.00,79386.19,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,166772.11,0.01
5925,দক্ষিণ বেদকাশী,Bangladesh,75.00,62162.61,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172948.96,0.00
5926,Yongde,China,8.00,50258.09,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15768.41,0.00
5927,Buôn Hồ,Vietnam,20.00,77900.47,Lower Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,186529.19,0.01
5928,Sumedang,Indonesia,61.00,310404.20,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,499236.00,0.01
5929,Tokyo,Japan,5165.00,33155906.87,High income,Eastern and South-Eastern Asia,0.10,0.11,0.01,0.00,0.01,0.06,0.08,0.40,129795090.40,0.03
5930,Tagum,Philippines,49.00,335017.78,Lower Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.01,0.01,0.05,664531.93,0.01
5931,Tlaxcala,México,62.00,208322.96,Upper Middle,Latin America and the Caribbean,0.05,0.04,0.00,0.00,0.02,0.02,0.02,0.16,1019346.41,0.02
5932,Denver,United States,1194.00,2425086.01,High income,Northern America,0.10,0.11,0.01,0.01,0.04,0.05,0.10,0.47,31313868.86,0.03
5933,Novo Hamburgo,Brazil,157.00,554410.02,Upper Middle,Latin America and the Caribbean,0.07,0.06,0.00,0.00,0.10,0.04,0.04,0.35,2344964.70,0.01
5934,Hull,United Kingdom,100.00,321006.32,High income,Europe,0.07,0.02,0.00,0.00,0.00,0.00,0.03,0.15,1785144.26,0.02
5935,Benin City,Nigeria,386.00,1912370.43,Lower Middle,Sub-Saharan Africa,0.03,0.03,0.00,0.00,0.01,0.01,0.00,0.09,5364865.95,0.01
5936,Punia,Democratic Republic of the Congo,15.00,98931.84,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62208.49,0.00
5937,دنجواي,Egypt,23.00,203918.54,Lower Middle,Northern Africa and Western Asia,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.08,303705.58,0.01
5938,Dörtyol,Turkey,12.00,59689.87,Upper Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,174370.25,0.01
5939,Engels,Russia,52.00,162464.87,Upper Middle,Europe,0.04,0.04,0.00,0.00,0.00,0.01,0.02,0.14,637594.30,0.01
5940,Fiche,Ethiopia,12.00,52532.00,Low income,Sub-Saharan Africa,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,133876.79,0.01
5941,Shahreza,Iran,21.00,88204.06,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.04,465287.36,0.02
5942,Darya Khan,Pakistan,13.00,103506.42,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,43376.58,0.00
5943,Hoshiarpur,India,41.00,238483.65,Lower Middle,Central and Southern Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.06,687894.10,0.02
5944,Faridpur,Bangladesh,28.00,326742.77,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,82634.84,0.00
5945,Dali,China,12.00,51230.44,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.02,213571.26,0.02
5946,An Khê,Vietnam,19.00,74683.66,Lower Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,162447.98,0.01
5947,Mekarsari,Indonesia,53.00,132857.53,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.05,246221.64,0.00
5948,Higashimatsuyama,Japan,33.00,79082.09,High income,Eastern and South-Eastern Asia,0.12,0.06,0.00,0.00,0.01,0.02,0.03,0.27,676675.17,0.02
5949,Compostela,Philippines,9.00,57052.07,Lower Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,60303.24,0.01
5950,Ramos Arizpe,México,21.00,89395.61,Upper Middle,Latin America and the Caribbean,0.03,0.05,0.00,0.00,0.00,0.01,0.02,0.12,398601.36,0.02
5951,Austin,United States,628.00,1580153.32,High income,Northern America,0.08,0.07,0.00,0.02,0.04,0.03,0.07,0.35,16031601.15,0.03
5952,Valparaíso de Goiás,Brazil,110.00,592234.97,Upper Middle,Latin America and the Caribbean,0.09,0.05,0.00,0.00,0.01,0.02,0.04,0.24,1684274.67,0.02
5953,St Albans,United Kingdom,27.00,85971.13,High income,Europe,0.04,0.04,0.00,0.00,0.02,0.01,0.06,0.18,499896.45,0.02
5954,Owo,Nigeria,49.00,299594.90,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,397145.94,0.01
5955,Lwambo,Democratic Republic of the Congo,13.00,176067.21,Low income,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,78057.68,0.01
5956,Safur,Egypt,12.00,73009.76,Lower Middle,Northern Africa and Western Asia,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.06,98660.50,0.01
5957,Payas,Turkey,22.00,96082.09,Upper Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,201127.10,0.01
5958,Volgograd,Russia,154.00,632649.55,Upper Middle,Europe,0.10,0.04,0.00,0.00,0.00,0.01,0.02,0.18,2651633.23,0.02
5960,Mahdishahr,Iran,8.00,117814.94,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,110578.97,0.01
5961,Piplan,Pakistan,11.00,74173.04,Lower Middle,Central and Southern Asia,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,42498.89,0.00
5962,Nohar,India,10.00,69703.59,Lower Middle,Central and Southern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,94609.20,0.01
5963,Mymensingh,Bangladesh,62.00,677659.94,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.04,377003.35,0.01
5964,Togtoh,China,14.00,55028.10,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,119709.14,0.01
5965,Phước An,Vietnam,17.00,73295.68,Lower Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,137347.16,0.01
5966,Haurgeulis,Indonesia,29.00,111824.13,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.04,264762.53,0.01
5967,Tochigi,Japan,21.00,50705.62,High income,Eastern and South-Eastern Asia,0.04,0.05,0.00,0.00,0.00,0.02,0.03,0.17,400916.92,0.02
5968,Mati,Philippines,15.00,76406.50,Lower Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,88502.84,0.01
5969,Apizaco,México,32.00,126631.65,Upper Middle,Latin America and the Caribbean,0.05,0.03,0.00,0.00,0.01,0.01,0.01,0.13,558862.94,0.02
5970,Leander,United States,29.00,71045.96,High income,Northern America,0.03,0.04,0.00,0.00,0.02,0.01,0.05,0.18,481989.49,0.02
5971,Porto Alegre,Brazil,599.00,2763349.62,Upper Middle,Latin America and the Caribbean,0.15,0.14,0.07,0.04,0.20,0.07,0.11,0.88,8615673.56,0.01
5972,Peterborough,United Kingdom,63.00,189937.29,High income,Europe,0.06,0.02,0.00,0.00,0.00,0.00,0.02,0.12,1392776.28,0.02
5973,Sapele,Nigeria,48.00,323739.71,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,327221.12,0.01
5974,-,Democratic Republic of the Congo,6.00,56943.77,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13769.48,0.00
5975,El Senbellawein,Egypt,25.00,209673.31,Lower Middle,Northern Africa and Western Asia,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.07,451999.53,0.02
5976,Hatay,Turkey,77.00,548676.26,Upper Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,1214842.58,0.02
5977,Волгогрэс,Russia,23.00,75660.14,Upper Middle,Europe,0.05,0.02,0.00,0.00,0.00,0.00,0.01,0.08,319111.12,0.01
5978,Shashamane,Ethiopia,41.00,443093.50,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,493046.76,0.01
5979,Yasuj,Iran,38.00,152459.59,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,541183.20,0.01
5980,Mianwali,Pakistan,34.00,214081.51,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,220568.29,0.01
5981,Mahuva,India,15.00,155956.10,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,137021.24,0.01
5982,Manikganj,Bangladesh,78.00,228342.55,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,160317.05,0.00
5983,Ulaan Moron,China,16.00,61536.13,Upper Middle,Eastern and South-Eastern Asia,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.09,41331.37,0.00
5984,Phan Thiết,Vietnam,53.00,211804.92,Lower Middle,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.04,619541.57,0.01
5985,Tasikmalaya,Indonesia,546.00,2923169.40,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,3091344.70,0.01
5986,Fujieda,Japan,127.00,121220.37,High income,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.06,2415192.06,0.02
5987,Tulancingo,México,30.00,130003.36,Upper Middle,Latin America and the Caribbean,0.03,0.02,0.00,0.00,0.00,0.01,0.01,0.09,540531.77,0.02
5988,Boulder,United States,41.00,95315.18,High income,Northern America,0.03,0.03,0.00,0.02,0.02,0.02,0.03,0.17,1205224.00,0.03
5989,Bauru,Brazil,90.00,366248.55,Upper Middle,Latin America and the Caribbean,0.05,0.05,0.00,0.00,0.02,0.00,0.02,0.16,1642527.28,0.02
5990,Crawley,United Kingdom,30.00,106963.98,High income,Europe,0.06,0.03,0.00,0.00,0.00,0.01,0.02,0.14,850347.00,0.03
5991,Ogharefe,Nigeria,23.00,131256.04,Lower Middle,Sub-Saharan Africa,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,170504.43,0.01
5992,Lubutu,Democratic Republic of the Congo,12.00,103130.04,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24102.80,0.00
5993,Diyarb Nigm,Egypt,59.00,263943.31,Lower Middle,Northern Africa and Western Asia,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.06,516074.42,0.01
5994,Düziçi,Turkey,10.00,59293.80,Upper Middle,Northern Africa and Western Asia,0.03,0.01,0.03,0.00,0.00,0.00,0.00,0.07,133371.25,0.01
5995,Kamyshin,Russia,28.00,91668.67,Upper Middle,Europe,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.03,323783.88,0.01
5996,Basha,Ethiopia,14.00,109018.72,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,61869.15,0.00
5997,Semnan,Iran,22.00,95937.86,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.01,0.07,468706.36,0.02
5998,Bhakkar,Pakistan,23.00,147098.74,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,279376.73,0.01
5999,Phagwara,India,27.00,159802.26,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.07,215308.61,0.01
6000,Savar,Bangladesh,592.00,3695796.58,Lower Middle,Central and Southern Asia,0.03,0.02,0.00,0.00,0.00,0.01,0.00,0.08,2860440.62,0.00
6001,Dali,China,47.00,244979.43,Upper Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,600738.50,0.01
6002,Đà Lạt,Vietnam,44.00,224323.38,Lower Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,524913.93,0.01
6003,Cilandak Lor,Indonesia,19.00,57693.48,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,132673.31,0.01
6004,Fuji,Japan,102.00,167425.62,High income,Eastern and South-Eastern Asia,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.07,2016443.74,0.02
6005,Monclova,México,66.00,290388.90,Upper Middle,Latin America and the Caribbean,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.06,1277961.25,0.02
6006,Longmont,United States,41.00,77241.16,High income,Northern America,0.06,0.04,0.00,0.01,0.01,0.02,0.03,0.18,1150149.49,0.03
6007,Cidade Ocidental,Brazil,41.00,140593.40,Upper Middle,Latin America and the Caribbean,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.10,631256.78,0.02
6008,Stevenage,United Kingdom,27.00,92863.89,High income,Europe,0.07,0.03,0.00,0.00,0.01,0.00,0.03,0.15,737934.78,0.03
6009,Warri,Nigeria,207.00,1617738.51,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,1619083.04,0.01
6010,Kibango,Democratic Republic of the Congo,7.00,58063.82,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23196.51,0.00
6011,Al Tallin,Egypt,15.00,81603.47,Lower Middle,Northern Africa and Western Asia,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.08,117555.36,0.01
6012,Kırıkhan,Turkey,15.00,105762.05,Upper Middle,Northern Africa and Western Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,237440.59,0.02
6013,посёлок Нагорный,Russia,26.00,82723.19,Upper Middle,Europe,0.07,0.01,0.00,0.00,0.00,0.00,0.01,0.10,358245.84,0.01
6014,Shufune,Ethiopia,18.00,103089.35,Low income,Sub-Saharan Africa,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.05,206729.18,0.01
6015,Bandar-e Torkaman,Iran,14.00,81592.94,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,154577.33,0.01
6016,Sakhi Sarwar,Pakistan,7.00,60495.71,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,23114.36,0.00
6017,Sihor,India,12.00,77990.79,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,9020.18,0.00
6018,Trishal,Bangladesh,71.00,203612.49,Lower Middle,Central and Southern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,87100.18,0.00
6019,Huating,China,9.00,59806.24,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,58636.50,0.01
6020,Liên Nghĩa,Vietnam,33.00,107998.22,Lower Middle,Eastern and South-Eastern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,302463.10,0.01
6022,Oyama,Japan,38.00,88764.56,High income,Eastern and South-Eastern Asia,0.06,0.05,0.00,0.00,0.02,0.01,0.03,0.18,684472.94,0.02
6023,Ciudad Valles,México,32.00,115034.67,Upper Middle,Latin America and the Caribbean,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,568349.78,0.02
6024,Killeen,United States,79.00,118366.24,High income,Northern America,0.05,0.04,0.00,0.00,0.01,0.00,0.01,0.12,1282894.53,0.02
6025,Bragança,Brazil,15.00,82155.68,Upper Middle,Latin America and the Caribbean,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.03,190398.82,0.01
6026,Reigate,United Kingdom,20.00,60772.15,High income,Europe,0.03,0.05,0.00,0.00,0.01,0.02,0.06,0.20,380668.39,0.02
6027,Omuo-Obadore,Nigeria,22.00,217009.13,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,106970.24,0.00
6028,Kasongo,Democratic Republic of the Congo,14.00,169616.40,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142277.17,0.01
6029,Kafr Ibrash,Egypt,28.00,115281.51,Lower Middle,Northern Africa and Western Asia,0.05,0.04,0.00,0.00,0.00,0.00,0.00,0.09,192248.09,0.01
6030,Afşin,Turkey,11.00,59499.17,Upper Middle,Northern Africa and Western Asia,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.04,177829.34,0.02
6031,Ulyanovsk,Russia,101.00,378458.51,Upper Middle,Europe,0.09,0.04,0.00,0.00,0.01,0.01,0.03,0.20,2523172.57,0.02
6034,Taunsa Sharif,Pakistan,9.00,86943.82,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,99673.84,0.01
6035,Sardarshahar,India,16.00,79782.46,Lower Middle,Central and Southern Asia,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,163366.75,0.01
6036,Gouripur,Bangladesh,43.00,118927.62,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,84593.33,0.00
6037,Qianyu,China,15.00,60829.52,Upper Middle,Eastern and South-Eastern Asia,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,51109.80,0.00
6038,Quy Nhơn,Vietnam,74.00,272251.48,Lower Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,725570.77,0.01
6039,Tanjung Pandan,Indonesia,29.00,113775.09,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,325505.52,0.01
6040,Shizuoka,Japan,139.00,233904.37,High income,Eastern and South-Eastern Asia,0.04,0.04,0.00,0.00,0.00,0.01,0.01,0.11,2772228.25,0.02
6041,Huamantla,México,14.00,67554.52,Upper Middle,Latin America and the Caribbean,0.02,0.03,0.00,0.00,0.01,0.00,0.00,0.07,193061.63,0.01
6042,Loveland,United States,36.00,56553.69,High income,Northern America,0.07,0.04,0.00,0.01,0.03,0.03,0.05,0.26,620954.78,0.02
6043,Lago Norte,Brazil,45.00,186767.92,Upper Middle,Latin America and the Caribbean,0.07,0.07,0.12,0.02,0.03,0.10,0.10,0.56,749638.18,0.02
6044,Grimsby,United Kingdom,45.00,126609.39,High income,Europe,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.11,684811.43,0.02
6045,Ikare,Nigeria,48.00,331030.88,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,277520.14,0.01
6046,Malemba-Nkulu,Democratic Republic of the Congo,17.00,418461.50,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133237.72,0.01
6047,Dairut,Egypt,32.00,275980.48,Lower Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,354740.37,0.01
6048,Ordu,Turkey,24.00,154936.74,Upper Middle,Northern Africa and Western Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,379044.30,0.02
6049,Volzhskiy,Russia,50.00,236086.05,Upper Middle,Europe,0.09,0.02,0.00,0.00,0.00,0.00,0.02,0.15,865419.64,0.02
6050,Arsi Negelle,Ethiopia,19.00,246886.55,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,191708.44,0.01
6051,Borazjan,Iran,17.00,86994.75,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,397837.41,0.02
6052,Guddu,Pakistan,10.00,72294.23,Lower Middle,Central and Southern Asia,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.06,43368.35,0.00
6053,Ambaji,India,12.00,63034.58,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,15314.94,0.00
6054,Louhajang,Bangladesh,223.00,681603.07,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,492788.46,0.00
6055,Jingbian,China,30.00,138911.55,Upper Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,162577.44,0.01
6056,Ninh Hòa,Vietnam,30.00,86602.12,Lower Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,283500.59,0.01
6057,Kadipaten,Indonesia,57.00,239737.84,Upper Middle,Eastern and South-Eastern Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.05,374714.59,0.01
6058,Iwaki,Japan,20.00,70548.96,High income,Eastern and South-Eastern Asia,0.04,0.04,0.00,0.00,0.00,0.00,0.01,0.11,418600.80,0.02
6059,Huauchinango,México,15.00,69870.94,Upper Middle,Latin America and the Caribbean,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.04,200568.90,0.01
6060,Fort Collins,United States,76.00,146901.37,High income,Northern America,0.08,0.04,0.00,0.01,0.05,0.04,0.06,0.31,1935837.27,0.03
6061,Sapiranga,Brazil,22.00,71643.03,Upper Middle,Latin America and the Caribbean,0.05,0.04,0.00,0.00,0.07,0.02,0.03,0.23,351013.29,0.02
6062,Harlow,United Kingdom,24.00,80506.88,High income,Europe,0.04,0.03,0.00,0.00,0.00,0.00,0.02,0.11,697240.55,0.03
6063,Akugba,Nigeria,28.00,181093.71,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,157773.85,0.01
6064,Kingombe,Democratic Republic of the Congo,9.00,106986.86,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18542.86,0.00
6065,El Mosha,Egypt,8.00,52160.85,Lower Middle,Northern Africa and Western Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,103472.20,0.01
6066,Kahramanmaraş,Turkey,62.00,554382.03,Upper Middle,Northern Africa and Western Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.02,0.08,1402890.30,0.02
6067,Ленинский,Russia,32.00,156888.17,Upper Middle,Europe,0.07,0.01,0.00,0.00,0.00,0.00,0.01,0.12,724948.46,0.02
6068,Bore,Ethiopia,7.00,68422.64,Low income,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,29306.76,0.00
6069,Kazerun,Iran,19.00,80750.31,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.01,0.00,0.04,330972.10,0.02
6070,Kalpani,Pakistan,13.00,53715.96,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16153.35,0.00
6071,Kalol,India,16.00,147906.26,Lower Middle,Central and Southern Asia,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.11,265089.06,0.02
6072,Bhaluka,Bangladesh,14.00,73084.79,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,23644.67,0.00
6073,Yingjing,China,13.00,54329.29,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,49372.48,0.00
6074,Tuy Hòa,Vietnam,34.00,143436.38,Lower Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,341766.60,0.01
6075,Majalengka,Indonesia,19.00,99696.00,Upper Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,166732.09,0.01
6076,Numazu,Japan,110.00,374196.60,High income,Eastern and South-Eastern Asia,0.03,0.04,0.00,0.00,0.00,0.00,0.02,0.10,2201951.10,0.02
6077,Huejutla de Reyes,México,12.00,54452.88,Upper Middle,Latin America and the Caribbean,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.03,155599.54,0.01
6078,Greeley,United States,46.00,101983.75,High income,Northern America,0.03,0.02,0.00,0.00,0.00,0.00,0.01,0.08,1200674.69,0.03
6079,Luziânia,Brazil,28.00,95928.18,Upper Middle,Latin America and the Caribbean,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.10,484232.12,0.02
6080,Cambridge,United Kingdom,34.00,136063.86,High income,Europe,0.08,0.02,0.00,0.00,0.01,0.01,0.03,0.17,911747.80,0.03
6081,Pategi,Nigeria,8.00,71996.37,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34289.00,0.00
6082,Kapolowe,Democratic Republic of the Congo,6.00,125479.59,Low income,Sub-Saharan Africa,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.05,135.01,0.00
6083,Deir Mawas,Egypt,11.00,95754.08,Lower Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,102573.15,0.01
6084,Reyhanlı,Turkey,12.00,92611.41,Upper Middle,Northern Africa and Western Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,186738.99,0.02
6085,Kislovodsk,Russia,21.00,123533.64,Upper Middle,Europe,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.03,414676.19,0.02
6086,Ziway,Ethiopia,20.00,218532.81,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,153278.88,0.01
6087,Gorgan,Iran,42.00,299525.68,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,713395.94,0.02
6088,Tando Adam,Pakistan,15.00,199888.46,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,84829.24,0.01
6089,Dharamshala,India,27.00,82359.11,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,237641.12,0.01
