"","city_id","consensus_label_majority","probability","pop","city_name","country","n_studies","cluster_name","Region"
"5655",5817,2,0.556660986573408,0.145,"Ise","Nigeria",0,"Development first","Africa"
"5656",5819,3,0.545180094040236,0.063,"Dundet","Egypt",0,"Urban planning first","Africa"
"5657",5820,0,0.417066843433965,0.124,"Kadirli","Turkey",0,"Mitigation first","Europe"
"5658",5821,0,0.862534580610792,0.08,"Mikhaylovsk","Russia",0,"Mitigation first","Europe"
"5659",5822,3,0.489579507913954,0.446,"Hawassa","Ethiopia",18,"Urban planning first","Africa"
"5660",5823,0,0.618253136409815,0.213,"Surak","Iran",0,"Mitigation first","Asia"
"5661",5824,3,0.607348565688093,0.069,"Pacha Kalay","Pakistan",0,"Urban planning first","Asia"
"5662",5825,2,0.523319281879367,0.143,"Visnagar","India",0,"Development first","Asia"
"5663",5826,2,0.834632290139008,0.191,"Muktagacha","Bangladesh",0,"Development first","Asia"
"5664",5827,0,0.75461282613958,0.584,"Tianshui","China",2,"Mitigation first","Asia"
"5665",5828,2,0.759386478049381,0.123,"Dawei","Myanmar",1,"Development first","Asia"
"5666",5829,2,0.807143055673611,0.057,"Ea T'Ling","Vietnam",0,"Development first","Asia"
"5667",5830,2,0.542410963661679,1.473,"Tarogong","Indonesia",0,"Development first","Asia"
"5668",5831,0,0.494813610327823,0.267,"Hamamatsu","Japan",3,"Mitigation first","Asia"
"5669",5832,2,0.740890122670812,0.127,"Digos","Philippines",2,"Development first","Asia"
"5670",5833,0,0.616911916315357,0.054,"Ciudad Sahagún","México",0,"Mitigation first","North America"
"5671",5834,0,0.365228039356562,0.152,"Wetmore","United States",0,"Mitigation first","North America"
"5672",5835,1,0.364554226609289,0.055,"Brazlândia","Brazil",0,"Mega all in","South America"
"5673",5836,0,0.619949823250314,0.054,"Littlehampton","United Kingdom",0,"Mitigation first","Europe"
"5674",5837,2,0.793929878170587,0.147,"Koko","Nigeria",0,"Development first","Africa"
"5675",5838,2,0.352868528994799,0.119,"Kikondja","Democratic Republic of the Congo",0,"Development first","Africa"
"5676",5839,3,0.502777560652022,0.07,"Bani Bakhit","Egypt",0,"Urban planning first","Africa"
"5677",5840,0,0.808836265602004,0.401,"Sivas","Turkey",2,"Mitigation first","Europe"
"5678",5841,0,0.730757093559017,0.069,"Kuznetsk","Russia",0,"Mitigation first","Europe"
"5679",5842,3,0.502837718760542,0.106,"Gundo Meskel","Ethiopia",0,"Urban planning first","Africa"
"5680",5843,0,0.517548565371611,0.066,"Baharestan","Iran",0,"Mitigation first","Asia"
"5681",5844,3,0.611146798620344,0.328,"Yar Hussain","Pakistan",0,"Urban planning first","Asia"
"5682",5845,3,0.565544109629901,0.094,"Jagraon","India",0,"Urban planning first","Asia"
"5683",5846,2,0.51848539198878,0.066,"Paikgacha","Bangladesh",0,"Development first","Asia"
"5684",5847,0,0.483815987220739,2.03,"Hohhot","China",25,"Mitigation first","Asia"
"5685",5848,2,0.769530946145145,0.058,"Palaw","Myanmar",0,"Development first","Asia"
"5686",5849,2,0.754936087995613,0.317,"Buôn Ma Thuột","Vietnam",0,"Development first","Asia"
"5687",5850,2,0.749284684777905,0.146,"Cibodas","Indonesia",0,"Development first","Asia"
"5688",5851,0,0.54071984013671,0.106,"Fukaya","Japan",0,"Mitigation first","Asia"
"5689",5852,2,0.770331071994363,0.068,"Bayugan","Philippines",0,"Development first","Asia"
"5690",5853,0,0.398410777254581,1.95,"Puebla","México",23,"Mitigation first","North America"
"5691",5854,0,0.463554368876383,0.075,"Mineral Palace","United States",0,"Mitigation first","North America"
"5692",5855,1,0.399612297475414,1.799,"Brasilia","Brazil",35,"Mega all in","South America"
"5693",5856,0,0.575404201868256,0.268,"Luton","United Kingdom",4,"Mitigation first","Europe"
"5694",5857,2,0.534152994743921,0.122,"Emure-Ekiti","Nigeria",0,"Development first","Africa"
"5695",5858,0,0.399658947352773,0.265,"Kambove","Democratic Republic of the Congo",0,"Mitigation first","Africa"
"5696",5859,3,0.571372787266032,0.074,"Abyūhā","Egypt",0,"Urban planning first","Africa"
"5697",5860,0,0.889228394602037,0.077,"Fatsa","Turkey",0,"Mitigation first","Europe"
"5698",5861,0,0.772713765927022,0.103,"Nevinnomyssk","Russia",0,"Mitigation first","Europe"
"5699",5862,1,0.440544612835812,7.28,"Addis Ababa","Ethiopia",109,"Mega all in","Africa"
"5700",5863,0,0.540389202788917,0.059,"Behshahr","Iran",3,"Mitigation first","Asia"
"5701",5864,3,0.491636968689216,0.076,"Kashmore","Pakistan",0,"Urban planning first","Asia"
"5702",5865,2,0.492749505834393,0.109,"Palitana","India",0,"Development first","Asia"
"5703",5866,2,0.798679664751874,0.068,"Phulpur","Bangladesh",0,"Development first","Asia"
"5704",5867,0,0.85978900471021,0.084,"Wudu","China",0,"Mitigation first","Asia"
"5705",5868,2,0.793672942105181,0.305,"Myeik","Myanmar",0,"Development first","Asia"
"5706",5869,2,0.504760692500547,0.341,"Quảng Ngãi","Vietnam",0,"Development first","Asia"
"5707",5870,2,0.806071433152147,0.223,"Subang","Indonesia",0,"Development first","Asia"
"5708",5871,0,0.447569795135875,0.337,"Utsunomiya","Japan",6,"Mitigation first","Asia"
"5709",5872,3,0.330310431683529,1.651,"Davao City","Philippines",27,"Urban planning first","Asia"
"5710",5873,0,0.565743596128595,0.736,"Saltillo","México",5,"Mitigation first","North America"
"5711",5874,0,0.427418788199959,0.139,"Amarillo","United States",1,"Mitigation first","North America"
"5712",5875,0,0.378878723364214,0.19,"Recanto das Emas","Brazil",0,"Mitigation first","South America"
"5713",5876,0,0.588332759508983,0.108,"Bedford","United Kingdom",5,"Mitigation first","Europe"
"5714",5877,2,0.717515265163557,0.054,"Aisegba","Nigeria",0,"Development first","Africa"
"5715",5878,2,0.685264394741689,0.067,"Samba","Democratic Republic of the Congo",0,"Development first","Africa"
"5716",5879,3,0.504688751640173,0.325,"Mallawi","Egypt",0,"Urban planning first","Africa"
"5717",5880,0,0.597032814077026,0.297,"Osmaniye","Turkey",0,"Mitigation first","Europe"
"5718",5881,0,0.592168007909162,0.761,"Saratov","Russia",10,"Mitigation first","Europe"
"5719",5882,3,0.3735465850888,0.075,"Mekane Selam","Ethiopia",0,"Urban planning first","Africa"
"5720",5884,3,0.49372493208752,0.132,"Shahdadpur","Pakistan",0,"Urban planning first","Asia"
"5721",5885,2,0.492670343875557,0.055,"Rampura Phul","India",0,"Development first","Asia"
"5722",5886,2,0.867980899497931,0.123,"Phulbaria","Bangladesh",0,"Development first","Asia"
"5723",5887,0,0.797307963722176,0.461,"Pingliang","China",5,"Mitigation first","Asia"
"5724",5888,2,0.796916853586198,0.1,"Kawthaung","Myanmar",0,"Development first","Asia"
"5725",5889,2,0.732839335254774,0.059,"Quảng Phú","Vietnam",0,"Development first","Asia"
"5726",5890,2,0.77930306254534,0.332,"Hegarsari","Indonesia",0,"Development first","Asia"
"5727",5891,0,0.482646668375051,0.074,"Kumagaya","Japan",9,"Mitigation first","Asia"
"5728",5892,2,0.459822650111235,0.056,"Santo Tomas","Philippines",0,"Development first","Asia"
"5729",5893,0,0.390538990836064,0.073,"Huajuapan","México",0,"Mitigation first","North America"
"5730",5894,0,0.39207837749913,0.062,"Abilene","United States",0,"Mitigation first","North America"
"5731",5895,0,0.409181768401719,0.065,"Guaíba","Brazil",2,"Mitigation first","South America"
"5732",5896,0,0.566281215742824,0.086,"Hemel Hempstead","United Kingdom",1,"Mitigation first","Europe"
"5733",5897,2,0.661526048055061,0.169,"Ikole","Nigeria",0,"Development first","Africa"
"5734",5898,3,0.400941064063554,0.1,"Mangi 1","Democratic Republic of the Congo",0,"Urban planning first","Africa"
"5735",5899,3,0.546256599157178,0.085,"Kafr al Hajj Shirbini","Egypt",0,"Urban planning first","Africa"
"5736",5900,0,0.404113723215699,0.127,"Samandağ","Turkey",0,"Mitigation first","Europe"
"5737",5901,0,0.494054814171318,1.127,"Kazan","Russia",26,"Mitigation first","Europe"
"5738",5902,3,0.494874205400753,0.08,"Wijigra","Ethiopia",0,"Urban planning first","Africa"
"5739",5903,3,0.334439924882037,0.115,"ساحلی","Iran",0,"Urban planning first","Asia"
"5740",5904,3,0.616653383713665,0.09,"Dherai","Pakistan",0,"Urban planning first","Asia"
"5741",5905,3,0.482540618675186,0.252,"Pali","India",0,"Urban planning first","Asia"
"5742",5906,2,0.672616812135045,1.081,"Khulna","Bangladesh",56,"Development first","Asia"
"5743",5907,0,0.65690837327165,0.151,"Maiji","China",0,"Mitigation first","Asia"
"5744",5908,2,0.584209513168851,0.145,"Bảo Lộc","Vietnam",0,"Development first","Asia"
"5745",5909,2,0.795328328832505,0.055,"Pamanukan","Indonesia",0,"Development first","Asia"
"5746",5910,0,0.486952756131867,0.051,"Sano","Japan",0,"Mitigation first","Asia"
"5747",5911,2,0.366953173781074,0.264,"Panabo","Philippines",1,"Development first","Asia"
"5748",5912,0,0.613021220073765,0.136,"Zacatelco","México",0,"Mitigation first","North America"
"5749",5913,0,0.460499926923002,0.446,"Colorado Springs","United States",7,"Mitigation first","North America"
"5750",5914,3,0.530468021452418,0.109,"Catanduva","Brazil",0,"Urban planning first","South America"
"5751",5915,0,0.585268827561446,0.456,"Brighton","United Kingdom",20,"Mitigation first","Europe"
"5752",5916,2,0.70044875863456,0.127,"Egbe","Nigeria",0,"Development first","Africa"
"5753",5917,0,0.414725084144774,0.713,"Likasi","Democratic Republic of the Congo",0,"Mitigation first","Africa"
"5754",5918,3,0.460861983981988,1.296,"Al Zaqaziq","Egypt",0,"Urban planning first","Africa"
"5755",5919,0,0.39768587878242,0.388,"İskenderun","Turkey",0,"Mitigation first","Europe"
"5756",5920,0,0.851532776055561,0.138,"Cherkessk","Russia",0,"Mitigation first","Europe"
"5757",5922,1,0.33907626971844,0.087,"Jalali","Iran",0,"Mega all in","Asia"
"5758",5923,3,0.652337354731025,0.051,"Shewa","Pakistan",0,"Urban planning first","Asia"
"5759",5924,2,0.487407417650502,0.079,"Sumerpur","India",0,"Development first","Asia"
"5760",5925,2,0.523897799064748,0.062,"দক্ষিণ বেদকাশী","Bangladesh",0,"Development first","Asia"
"5761",5926,3,0.386612966426902,0.05,"Yongde","China",0,"Urban planning first","Asia"
"5762",5927,2,0.774508759444877,0.078,"Buôn Hồ","Vietnam",0,"Development first","Asia"
"5763",5928,2,0.785451942487575,0.31,"Sumedang","Indonesia",1,"Development first","Asia"
"5764",5929,1,0.320593624106065,33.156,"Tokyo","Japan",677,"Mega all in","Asia"
"5765",5930,2,0.373775353893856,0.335,"Tagum","Philippines",0,"Development first","Asia"
"5766",5931,0,0.716463516388365,0.208,"Tlaxcala","México",5,"Mitigation first","North America"
"5767",5932,0,0.426112484884275,2.425,"Denver","United States",129,"Mitigation first","North America"
"5768",5933,1,0.364920571745617,0.554,"Novo Hamburgo","Brazil",3,"Mega all in","South America"
"5769",5934,0,0.576148936965953,0.321,"Hull","United Kingdom",22,"Mitigation first","Europe"
"5770",5935,2,0.393245240439813,1.912,"Benin City","Nigeria",32,"Development first","Africa"
"5771",5936,2,0.788796877120784,0.099,"Punia","Democratic Republic of the Congo",0,"Development first","Africa"
"5772",5937,3,0.610371583258396,0.204,"دنجواي","Egypt",0,"Urban planning first","Africa"
"5773",5938,3,0.472278463926486,0.06,"Dörtyol","Turkey",0,"Urban planning first","Europe"
"5774",5939,0,0.60405790609302,0.162,"Engels","Russia",0,"Mitigation first","Europe"
"5775",5940,3,0.479731847463711,0.053,"Fiche","Ethiopia",0,"Urban planning first","Africa"
"5776",5941,0,0.47504078234406,0.088,"Shahreza","Iran",2,"Mitigation first","Asia"
"5777",5942,2,0.512134936017481,0.104,"Darya Khan","Pakistan",0,"Development first","Asia"
"5778",5943,3,0.553063289407491,0.238,"Hoshiarpur","India",1,"Urban planning first","Asia"
"5779",5944,2,0.733921558535011,0.327,"Faridpur","Bangladesh",0,"Development first","Asia"
"5780",5945,3,0.389239339482572,0.051,"Dali","China",0,"Urban planning first","Asia"
"5781",5946,2,0.784851044842448,0.075,"An Khê","Vietnam",0,"Development first","Asia"
"5782",5947,2,0.788324279175231,0.133,"Mekarsari","Indonesia",0,"Development first","Asia"
"5783",5948,0,0.456511223761116,0.079,"Higashimatsuyama","Japan",0,"Mitigation first","Asia"
"5784",5949,2,0.507023232320274,0.057,"Compostela","Philippines",0,"Development first","Asia"
"5785",5950,0,0.451936629687886,0.089,"Ramos Arizpe","México",0,"Mitigation first","North America"
"5786",5951,1,0.385308603503331,1.58,"Austin","United States",127,"Mega all in","North America"
"5787",5952,0,0.379425095984933,0.592,"Valparaíso de Goiás","Brazil",0,"Mitigation first","South America"
"5788",5953,0,0.563899963727612,0.086,"St Albans","United Kingdom",1,"Mitigation first","Europe"
"5789",5954,2,0.731375047110323,0.3,"Owo","Nigeria",0,"Development first","Africa"
"5790",5955,0,0.378689229417763,0.176,"Lwambo","Democratic Republic of the Congo",0,"Mitigation first","Africa"
"5791",5956,3,0.579950227302139,0.073,"Safur","Egypt",0,"Urban planning first","Africa"
"5792",5957,3,0.411038787992583,0.096,"Payas","Turkey",0,"Urban planning first","Europe"
"5793",5958,0,0.58968621715304,0.633,"Volgograd","Russia",20,"Mitigation first","Europe"
"5794",5960,0,0.520370234621153,0.118,"Mahdishahr","Iran",0,"Mitigation first","Asia"
"5795",5961,2,0.51187142939533,0.074,"Piplan","Pakistan",0,"Development first","Asia"
"5796",5962,2,0.472233241013836,0.07,"Nohar","India",0,"Development first","Asia"
"5797",5963,2,0.823249563135012,0.678,"Mymensingh","Bangladesh",6,"Development first","Asia"
"5798",5964,0,0.821036690290565,0.055,"Togtoh","China",0,"Mitigation first","Asia"
"5799",5965,2,0.850313520069198,0.073,"Phước An","Vietnam",0,"Development first","Asia"
"5800",5966,2,0.798889866031361,0.112,"Haurgeulis","Indonesia",0,"Development first","Asia"
"5801",5967,0,0.49682300861861,0.051,"Tochigi","Japan",0,"Mitigation first","Asia"
"5802",5968,2,0.773043835394668,0.076,"Mati","Philippines",0,"Development first","Asia"
"5803",5969,0,0.764467336629109,0.127,"Apizaco","México",0,"Mitigation first","North America"
"5804",5970,1,0.378403708896331,0.071,"Leander","United States",0,"Mega all in","North America"
"5805",5971,0,0.346983382340001,2.763,"Porto Alegre","Brazil",39,"Mitigation first","South America"
"5806",5972,0,0.573549946409454,0.19,"Peterborough","United Kingdom",4,"Mitigation first","Europe"
"5807",5973,2,0.775332801173142,0.324,"Sapele","Nigeria",1,"Development first","Africa"
"5808",5974,2,0.397007604631833,0.057,NA,"Democratic Republic of the Congo",0,"Development first","Africa"
"5809",5975,3,0.590998672039111,0.21,"El Senbellawein","Egypt",0,"Urban planning first","Africa"
"5810",5976,0,0.426559821060851,0.549,"Hatay","Turkey",5,"Mitigation first","Europe"
"5811",5977,0,0.697460102452793,0.076,"Волгогрэс","Russia",0,"Mitigation first","Europe"
"5812",5978,3,0.468690082560567,0.443,"Shashamane","Ethiopia",0,"Urban planning first","Africa"
"5813",5979,0,0.661937008178135,0.152,"Yasuj","Iran",0,"Mitigation first","Asia"
"5814",5980,3,0.507453857723464,0.214,"Mianwali","Pakistan",2,"Urban planning first","Asia"
"5815",5981,2,0.522805114305044,0.156,"Mahuva","India",0,"Development first","Asia"
"5816",5982,2,0.75016045880429,0.228,"Manikganj","Bangladesh",0,"Development first","Asia"
"5817",5983,0,0.788490339571385,0.062,"Ulaan Moron","China",0,"Mitigation first","Asia"
"5818",5984,2,0.647469985395108,0.212,"Phan Thiết","Vietnam",1,"Development first","Asia"
"5819",5985,2,0.323775070106249,2.923,"Tasikmalaya","Indonesia",5,"Development first","Asia"
"5820",5986,0,0.533386187055947,0.121,"Fujieda","Japan",0,"Mitigation first","Asia"
"5821",5987,0,0.672382609376327,0.13,"Tulancingo","México",1,"Mitigation first","North America"
"5822",5988,0,0.519019554305782,0.095,"Boulder","United States",46,"Mitigation first","North America"
"5823",5989,0,0.431827060881508,0.366,"Bauru","Brazil",5,"Mitigation first","South America"
"5824",5990,0,0.577100470909808,0.107,"Crawley","United Kingdom",1,"Mitigation first","Europe"
"5825",5991,2,0.732148865743875,0.131,"Ogharefe","Nigeria",0,"Development first","Africa"
"5826",5992,2,0.740533433826755,0.103,"Lubutu","Democratic Republic of the Congo",0,"Development first","Africa"
"5827",5993,3,0.563082824740617,0.264,"Diyarb Nigm","Egypt",0,"Urban planning first","Africa"
"5828",5994,0,0.587082751558831,0.059,"Düziçi","Turkey",0,"Mitigation first","Europe"
"5829",5995,0,0.852580019469274,0.092,"Kamyshin","Russia",1,"Mitigation first","Europe"
"5830",5996,3,0.46476834767366,0.109,"Basha","Ethiopia",0,"Urban planning first","Africa"
"5831",5997,0,0.618724854842957,0.096,"Semnan","Iran",13,"Mitigation first","Asia"
"5832",5998,2,0.500689632098147,0.147,"Bhakkar","Pakistan",0,"Development first","Asia"
"5833",5999,3,0.554263485896508,0.16,"Phagwara","India",0,"Urban planning first","Asia"
"5834",6000,0,0.334974237817034,3.696,"Savar","Bangladesh",2,"Mitigation first","Asia"
"5835",6001,3,0.394457032072582,0.245,"Dali","China",0,"Urban planning first","Asia"
"5836",6002,2,0.404067276005156,0.224,"Đà Lạt","Vietnam",0,"Development first","Asia"
"5837",6003,2,0.796694919064257,0.058,"Cilandak Lor","Indonesia",0,"Development first","Asia"
"5838",6004,0,0.557020959895868,0.167,"Fuji","Japan",1,"Mitigation first","Asia"
"5839",6005,3,0.399219188730616,0.29,"Monclova","México",0,"Urban planning first","North America"
"5840",6006,0,0.511148467677406,0.077,"Longmont","United States",0,"Mitigation first","North America"
"5841",6007,3,0.497593501728842,0.141,"Cidade Ocidental","Brazil",0,"Urban planning first","South America"
"5842",6008,0,0.576599722803774,0.093,"Stevenage","United Kingdom",0,"Mitigation first","Europe"
"5843",6009,2,0.443096886738846,1.618,"Warri","Nigeria",10,"Development first","Africa"
"5844",6010,2,0.405773526175177,0.058,"Kibango","Democratic Republic of the Congo",0,"Development first","Africa"
"5845",6011,3,0.573328796881399,0.082,"Al Tallin","Egypt",0,"Urban planning first","Africa"
"5846",6012,0,0.428894416434088,0.106,"Kırıkhan","Turkey",0,"Mitigation first","Europe"
"5847",6013,0,0.718885075863067,0.083,"посёлок Нагорный","Russia",0,"Mitigation first","Europe"
"5848",6014,3,0.49787777044485,0.103,"Shufune","Ethiopia",0,"Urban planning first","Africa"
"5849",6015,0,0.513127464288161,0.082,"Bandar-e Torkaman","Iran",0,"Mitigation first","Asia"
"5850",6016,3,0.573041848609787,0.06,"Sakhi Sarwar","Pakistan",0,"Urban planning first","Asia"
"5851",6017,2,0.521799331298541,0.078,"Sihor","India",0,"Development first","Asia"
"5852",6018,2,0.846819574698134,0.204,"Trishal","Bangladesh",1,"Development first","Asia"
"5853",6019,0,0.504904200569061,0.06,"Huating","China",0,"Mitigation first","Asia"
"5854",6020,2,0.657657782435451,0.108,"Liên Nghĩa","Vietnam",0,"Development first","Asia"
"5855",6022,0,0.45843883024183,0.089,"Oyama","Japan",0,"Mitigation first","Asia"
"5856",6023,3,0.617519355900043,0.115,"Ciudad Valles","México",1,"Urban planning first","North America"
"5857",6024,0,0.432988536799707,0.118,"Killeen","United States",0,"Mitigation first","North America"
"5858",6025,2,0.830049941373427,0.082,"Bragança","Brazil",2,"Development first","South America"
"5859",6026,0,0.556202452373581,0.061,"Reigate","United Kingdom",0,"Mitigation first","Europe"
"5860",6027,2,0.720607022747405,0.217,"Omuo-Obadore","Nigeria",0,"Development first","Africa"
"5861",6028,2,0.744942152584133,0.17,"Kasongo","Democratic Republic of the Congo",0,"Development first","Africa"
"5862",6029,3,0.58429872445006,0.115,"Kafr Ibrash","Egypt",0,"Urban planning first","Africa"
"5863",6030,0,0.894937416525687,0.059,"Afşin","Turkey",0,"Mitigation first","Europe"
"5864",6031,0,0.591141626310362,0.378,"Ulyanovsk","Russia",1,"Mitigation first","Europe"
"5865",6034,2,0.497720969331327,0.087,"Taunsa Sharif","Pakistan",0,"Development first","Asia"
"5866",6035,3,0.484978028161978,0.08,"Sardarshahar","India",0,"Urban planning first","Asia"
"5867",6036,2,0.818716470111792,0.119,"Gouripur","Bangladesh",0,"Development first","Asia"
"5868",6037,0,0.494118002758392,0.061,"Qianyu","China",0,"Mitigation first","Asia"
"5869",6038,2,0.629781978318133,0.272,"Quy Nhơn","Vietnam",0,"Development first","Asia"
"5870",6039,2,0.760075838793481,0.114,"Tanjung Pandan","Indonesia",0,"Development first","Asia"
"5871",6040,0,0.539385872215406,0.234,"Shizuoka","Japan",3,"Mitigation first","Asia"
"5872",6041,0,0.684956361704294,0.068,"Huamantla","México",0,"Mitigation first","North America"
"5873",6042,0,0.461938859453619,0.057,"Loveland","United States",0,"Mitigation first","North America"
"5874",6043,1,0.340325381590971,0.187,"Lago Norte","Brazil",0,"Mega all in","South America"
"5875",6044,0,0.586517331872976,0.127,"Grimsby","United Kingdom",0,"Mitigation first","Europe"
"5876",6045,2,0.723850360040813,0.331,"Ikare","Nigeria",0,"Development first","Africa"
"5877",6046,2,0.379464548112353,0.418,"Malemba-Nkulu","Democratic Republic of the Congo",0,"Development first","Africa"
"5878",6047,3,0.573129774480676,0.276,"Dairut","Egypt",0,"Urban planning first","Africa"
"5879",6048,0,0.870071119869633,0.155,"Ordu","Turkey",3,"Mitigation first","Europe"
"5880",6049,0,0.723965926313784,0.236,"Volzhskiy","Russia",1,"Mitigation first","Europe"
"5881",6050,3,0.457174883200936,0.247,"Arsi Negelle","Ethiopia",0,"Urban planning first","Africa"
"5882",6051,3,0.442418888325469,0.087,"Borazjan","Iran",0,"Urban planning first","Asia"
"5883",6052,2,0.520377723873223,0.072,"Guddu","Pakistan",0,"Development first","Asia"
"5884",6053,2,0.52432301057344,0.063,"Ambaji","India",0,"Development first","Asia"
"5885",6054,2,0.78136744712431,0.682,"Louhajang","Bangladesh",0,"Development first","Asia"
"5886",6055,0,0.455119837902245,0.139,"Jingbian","China",0,"Mitigation first","Asia"
"5887",6056,2,0.801974295879051,0.087,"Ninh Hòa","Vietnam",0,"Development first","Asia"
"5888",6057,2,0.789792927530667,0.24,"Kadipaten","Indonesia",0,"Development first","Asia"
"5889",6058,0,0.558594736842677,0.071,"Iwaki","Japan",0,"Mitigation first","Asia"
"5890",6059,0,0.736522356803899,0.07,"Huauchinango","México",0,"Mitigation first","North America"
"5891",6060,0,0.474035579814997,0.147,"Fort Collins","United States",18,"Mitigation first","North America"
"5892",6061,0,0.351809930745585,0.072,"Sapiranga","Brazil",2,"Mitigation first","South America"
"5893",6062,0,0.589314057842802,0.081,"Harlow","United Kingdom",4,"Mitigation first","Europe"
"5894",6063,2,0.7149441887205,0.181,"Akugba","Nigeria",0,"Development first","Africa"
"5895",6064,2,0.673681665643696,0.107,"Kingombe","Democratic Republic of the Congo",0,"Development first","Africa"
"5896",6065,3,0.576327116482662,0.052,"El Mosha","Egypt",0,"Urban planning first","Africa"
"5897",6066,0,0.778569797394469,0.554,"Kahramanmaraş","Turkey",3,"Mitigation first","Europe"
"5898",6067,0,0.665530461350943,0.157,"Ленинский","Russia",0,"Mitigation first","Europe"
"5899",6068,3,0.448930572739994,0.068,"Bore","Ethiopia",0,"Urban planning first","Africa"
"5900",6069,3,0.620894954163793,0.081,"Kazerun","Iran",0,"Urban planning first","Asia"
"5901",6070,3,0.538809993948758,0.054,"Kalpani","Pakistan",0,"Urban planning first","Asia"
"5902",6071,3,0.486800131968292,0.148,"Kalol","India",0,"Urban planning first","Asia"
"5903",6072,2,0.659063721319077,0.073,"Bhaluka","Bangladesh",0,"Development first","Asia"
"5904",6073,0,0.553651815126801,0.054,"Yingjing","China",0,"Mitigation first","Asia"
"5905",6074,2,0.831685925719153,0.143,"Tuy Hòa","Vietnam",0,"Development first","Asia"
"5906",6075,2,0.791913611238036,0.1,"Majalengka","Indonesia",0,"Development first","Asia"
"5907",6076,0,0.533928352612424,0.374,"Numazu","Japan",0,"Mitigation first","Asia"
"5908",6077,2,0.540238651841527,0.054,"Huejutla de Reyes","México",0,"Development first","North America"
"5909",6078,0,0.532416637961634,0.102,"Greeley","United States",6,"Mitigation first","North America"
"5910",6079,3,0.538934635021738,0.096,"Luziânia","Brazil",0,"Urban planning first","South America"
"5911",6080,0,0.559460648515574,0.136,"Cambridge","United Kingdom",121,"Mitigation first","Europe"
"5912",6081,2,0.551551416333777,0.072,"Pategi","Nigeria",0,"Development first","Africa"
"5913",6082,0,0.415751880957938,0.125,"Kapolowe","Democratic Republic of the Congo",0,"Mitigation first","Africa"
"5914",6083,3,0.581577527891045,0.096,"Deir Mawas","Egypt",0,"Urban planning first","Africa"
"5915",6084,3,0.487868045334532,0.093,"Reyhanlı","Turkey",1,"Urban planning first","Europe"
"5916",6085,0,0.800676642055972,0.124,"Kislovodsk","Russia",2,"Mitigation first","Europe"
"5917",6086,3,0.337599222993327,0.219,"Ziway","Ethiopia",3,"Urban planning first","Africa"
"5918",6087,0,0.610175401905098,0.3,"Gorgan","Iran",3,"Mitigation first","Asia"
"5919",6088,2,0.479096217075276,0.2,"Tando Adam","Pakistan",0,"Development first","Asia"
"5920",6089,0,0.796869863166972,0.082,"Dharamshala","India",2,"Mitigation first","Asia"
"5921",6090,1,0.310687688104728,37.307,"Dhaka","Bangladesh",321,"Mega all in","Asia"
"5922",6091,0,0.733021541167873,0.374,"Dujiangyan","China",8,"Mitigation first","Asia"
"5923",6092,2,0.763593613474374,0.444,"Nha Trang","Vietnam",4,"Development first","Asia"
"5924",6093,2,0.797889556872261,0.108,"Cikijing","Indonesia",0,"Development first","Asia"
"5925",6094,0,0.561568217830212,0.135,"小名浜愛宕上","Japan",0,"Mitigation first","Asia"
"5926",6095,0,0.528968702212573,0.223,"Tehuacán","México",1,"Mitigation first","North America"
"5927",6096,1,0.369113246542578,0.053,"Waco","United States",5,"Mega all in","North America"
"5928",6097,0,0.338905817192125,0.162,"Sobradinho II","Brazil",0,"Mitigation first","South America"
"5929",6098,0,0.579836577117668,0.065,"Royal Tunbridge Wells","United Kingdom",0,"Mitigation first","Europe"
"5930",6099,2,0.783418581663455,0.103,"Ekeremor","Nigeria",0,"Development first","Africa"
"5931",6100,2,0.419774426882313,0.062,"Kabala","Democratic Republic of the Congo",0,"Development first","Africa"
"5932",6101,3,0.579853374744449,0.215,"Al Qusiya","Egypt",0,"Urban planning first","Africa"
"5933",6102,0,0.852996731220226,0.123,"Elbistan","Turkey",0,"Mitigation first","Europe"
"5934",6103,0,0.75879253985082,0.12,"Yessentuki","Russia",0,"Mitigation first","Europe"
"5935",6104,3,0.34751151189123,0.076,"Lalibela","Ethiopia",2,"Urban planning first","Africa"
"5936",6105,3,0.431839185363842,0.158,"Gonbad-e Qabus","Iran",0,"Urban planning first","Asia"
"5937",6106,3,0.626322544627923,0.524,"Swabi","Pakistan",0,"Urban planning first","Asia"
"5938",6107,2,0.484363531451089,0.051,"Chharodi","India",0,"Development first","Asia"
"5939",6108,2,0.805857266255238,0.054,"Bhanga","Bangladesh",0,"Development first","Asia"
"5940",6109,3,0.485358809787151,0.377,"Ya'an","China",4,"Urban planning first","Asia"
"5941",6110,2,0.640142755195823,0.065,"Van Gia Town","Vietnam",0,"Development first","Asia"
"5942",6111,2,0.802835273935315,0.345,"Indramayu","Indonesia",6,"Development first","Asia"
"5943",6112,0,0.593939886175671,0.133,"Hitachi","Japan",2,"Mitigation first","Asia"
"5944",6113,0,0.398831862523111,0.177,"García","México",0,"Mitigation first","North America"
"5945",6114,1,0.366800440047488,0.249,"Cinco Ranch","United States",0,"Mega all in","North America"
"5946",6115,0,0.352851537175176,0.658,"Uberlândia","Brazil",25,"Mitigation first","South America"
"5947",6116,0,0.521407417739322,0.198,"Grays","United Kingdom",0,"Mitigation first","Europe"
